Month,Division,Account,Shipped_Sales,Shipped_COGS,Margin_Dollars,Units,Transactions,Margin_Pct
10,Division A - Core/Licensed,Specialty Retailer B,543882.86,425311.63,118571.23,130730,75,21.8
10,Division A - Core/Licensed,Retailer 035,69154.24,47005.44,22148.8,14223,3,32.03
10,Division A - Core/Licensed,Retailer 031,246049.11,157460.16,88588.95,12508,20,36.0
10,Division A - Core/Licensed,Off-Price Retailer C,169107.69,100027.68,69080.01,15421,16,40.85
10,Division A - Core/Licensed,Specialty Retailer D,374936.19,248366.35,126569.84,42372,19,33.76
10,Division A - Core/Licensed,Retailer 038,163979.02,99194.13,64784.89,28330,1,39.51
10,Division A - Core/Licensed,Value Retailer B,422704.16,271740.24,150963.92,42461,27,35.71
10,Division A - Core/Licensed,Value Retailer A,262020.17,176045.19,85974.98,43107,37,32.81
10,Division A - Core/Licensed,Department Store A,2293248.99,1662892.75,630356.24,453187,144,27.49
10,Division A - Core/Licensed,Department Store B,598833.24,398207.88,200625.36,83351,162,33.5
10,Division A - Core/Licensed,Retailer 024,138263.9,85806.58,52457.32,30661,10,37.94
10,Division A - Core/Licensed,Brand Direct B,302000.28,200238.55,101761.73,55720,24,33.7
10,Division A - Core/Licensed,Specialty Retailer A,1554707.72,1114340.4,440367.32,313520,101,28.32
10,Division A - Core/Licensed,Off-Price Retailer A,398646.64,470828.38,-72181.74,146367,46,-18.11
10,Division A - Core/Licensed,E-Commerce A,674910.63,446185.34,228725.29,95124,24,33.89
10,Division A - Core/Licensed,Retailer 022,250104.96,172965.54,77139.42,25054,12,30.84
10,Division A - Core/Licensed,National Retailer B,4808991.28,3441468.05,1367523.23,797902,87,28.44
10,Division A - Core/Licensed,Department Store D,394930.07,291300.11,103629.96,93941,44,26.24
10,Division A - Core/Licensed,Retailer 034,72988.64,36228.28,36760.36,6285,6,50.36
10,Division A - Core/Licensed,Retailer 069,1248.16,777.92,470.24,164,3,37.67
10,Division A - Core/Licensed,National Retailer A,827586.93,673400.72,154186.21,235019,143,18.63
10,Division A - Core/Licensed,Retailer 047,82403.67,301890.21,-219486.54,95993,4,-266.36
10,Division A - Core/Licensed,Specialty Retailer C,200213.85,142407.25,57806.6,25463,11,28.87
10,Division C - Global Brands,Retailer 023,412846.16,371320.91,41525.25,100230,30,10.06
10,Division C - Global Brands,Retailer 054,16069.56,9368.5,6701.06,1792,25,41.7
10,Division C - Global Brands,Retailer 033,76932.24,42795.13,34137.11,11218,44,44.37
10,Division C - Global Brands,Retailer 026,133141.53,115023.14,18118.39,20630,23,13.61
10,Division C - Global Brands,Department Store C,571432.32,371536.59,199895.73,75464,39,34.98
10,Division C - Global Brands,Retailer 044,23957.0,14402.02,9554.98,2542,20,39.88
10,Division C - Global Brands,Specialty Retailer B,30832.12,20494.91,10337.21,5295,3,33.53
10,Division C - Global Brands,Brand Direct A,858707.29,642007.5,216699.79,137409,613,25.24
10,Division C - Global Brands,Retailer 030,171494.1,168889.35,2604.75,34150,18,1.52
10,Division C - Global Brands,Retailer 073,7232.36,3450.63,3781.73,579,4,52.29
10,Division C - Global Brands,Retailer 049,67327.32,57296.74,10030.58,10567,20,14.9
10,Division C - Global Brands,Retailer 043,18061.91,25453.64,-7391.73,2872,59,-40.92
10,Division C - Global Brands,Department Store A,99102.92,87496.86,11606.06,25897,44,11.71
10,Division C - Global Brands,Department Store B,453274.24,275342.2,177932.04,36177,135,39.25
10,Division C - Global Brands,Brand Direct B,232545.15,181308.62,51236.53,20100,4,22.03
10,Division C - Global Brands,Retailer 027,282251.89,167184.94,115066.95,41218,10,40.77
10,Division C - Global Brands,Retailer 051,2693.62,2353.16,340.46,431,5,12.64
10,Division C - Global Brands,Off-Price Retailer A,1823794.04,1338020.25,485773.79,373763,100,26.64
10,Division C - Global Brands,Retailer 048,41876.5,41858.63,17.87,5700,7,0.04
10,Division C - Global Brands,Retailer 058,26732.97,15290.7,11442.27,3542,9,42.8
10,Division C - Global Brands,Department Store D,172759.5,129075.51,43683.99,35278,31,25.29
10,Division C - Global Brands,Retailer 047,30745.12,53342.79,-22597.67,15837,1,-73.5
10,Division C - Global Brands,Retailer 055,7164.17,5714.55,1449.62,889,27,20.23
10,Division C - Global Brands,Specialty Retailer C,807396.15,496328.43,311067.72,109468,305,38.53
10,Division D - Core/Licensed,Retailer 028,89343.11,32181.76,57161.35,9214,2,63.98
10,Division D - Core/Licensed,Retailer 033,6542.79,3632.09,2910.7,1128,2,44.49
10,Division D - Core/Licensed,Retailer 026,34982.22,24887.13,10095.09,6990,5,28.86
10,Division D - Core/Licensed,Department Store C,215369.92,153712.91,61657.01,26866,14,28.63
10,Division D - Core/Licensed,Off-Price Retailer B,117064.11,115928.47,1135.64,40949,15,0.97
10,Division D - Core/Licensed,Specialty Retailer B,133350.07,94801.82,38548.25,16996,4,28.91
10,Division D - Core/Licensed,Retailer 035,71815.21,44855.29,26959.92,10184,2,37.54
10,Division D - Core/Licensed,Off-Price Retailer C,183706.03,115522.22,68183.81,9786,17,37.12
10,Division D - Core/Licensed,Retailer 040,44282.96,25732.0,18550.96,6114,6,41.89
10,Division D - Core/Licensed,Specialty Retailer D,427879.05,299357.72,128521.33,33609,16,30.04
10,Division D - Core/Licensed,Value Retailer B,507241.33,335906.82,171334.51,50947,27,33.78
10,Division D - Core/Licensed,Value Retailer A,578627.9,369030.16,209597.74,78887,34,36.22
10,Division D - Core/Licensed,Retailer 039,88056.05,72762.89,15293.16,8901,19,17.37
10,Division D - Core/Licensed,Department Store A,903916.94,658268.44,245648.5,155828,54,27.18
10,Division D - Core/Licensed,Department Store B,1004185.84,698215.13,305970.71,128441,145,30.47
10,Division D - Core/Licensed,Retailer 024,502913.27,365870.73,137042.54,114480,40,27.25
10,Division D - Core/Licensed,Retailer 025,99261.34,68778.6,30482.74,12578,8,30.71
10,Division D - Core/Licensed,Brand Direct B,379550.9,259328.53,120222.37,33709,8,31.67
10,Division D - Core/Licensed,Specialty Retailer A,168533.09,120614.38,47918.71,32846,14,28.43
10,Division D - Core/Licensed,Off-Price Retailer A,1612612.85,1251629.87,360982.98,382118,90,22.38
10,Division D - Core/Licensed,E-Commerce A,1381619.57,941370.0,440249.57,129239,33,31.86
10,Division D - Core/Licensed,National Retailer B,5644644.06,3808929.44,1835714.62,776997,75,32.52
10,Division D - Core/Licensed,Department Store D,1602042.53,1102944.86,499097.67,202239,47,31.15
10,Division D - Core/Licensed,Department Store E,376210.2,277001.01,99209.19,29688,14,26.37
10,Division D - Core/Licensed,Retailer 069,840.38,525.92,314.46,109,5,37.42
10,Division D - Core/Licensed,National Retailer A,9510998.12,7293763.81,2217234.31,1446262,53,23.31
10,Division E - Lifestyle,Department Store C,75197.01,39468.5,35728.51,10720,10,47.51
10,Division E - Lifestyle,Off-Price Retailer C,29032.79,20009.69,9023.1,3835,4,31.08
10,Division E - Lifestyle,Retailer 040,20502.27,14610.22,5892.05,4424,12,28.74
10,Division E - Lifestyle,Specialty Retailer D,130792.69,93738.51,37054.18,14574,11,28.33
10,Division E - Lifestyle,Value Retailer A,120293.32,81988.17,38305.15,17093,18,31.84
10,Division E - Lifestyle,Department Store A,1759606.73,1443606.17,316000.56,439012,202,17.96
10,Division E - Lifestyle,Department Store B,703036.67,464547.59,238489.08,97614,80,33.92
10,Division E - Lifestyle,Retailer 025,28837.07,20586.47,8250.6,5306,2,28.61
10,Division E - Lifestyle,Brand Direct B,99165.22,64722.11,34443.11,22027,4,34.73
10,Division E - Lifestyle,Specialty Retailer A,291953.16,211250.88,80702.28,57522,37,27.64
10,Division E - Lifestyle,Off-Price Retailer A,784626.2,598571.32,186054.88,171731,61,23.71
10,Division E - Lifestyle,National Retailer B,2938904.34,2345064.2,593840.14,600101,65,20.21
10,Division E - Lifestyle,Department Store D,222735.16,167485.65,55249.51,39957,7,24.81
10,Division E - Lifestyle,Retailer 069,12292.42,8516.18,3776.24,844,13,30.72
10,Division E - Lifestyle,National Retailer A,43455.98,33406.84,10049.14,5967,16,23.12
10,Division E - Lifestyle,Specialty Retailer C,2090.52,2501.65,-411.13,454,3,-19.67
10,Division F - Specialty,Retailer 037,80009.87,45315.36,34694.51,5822,5,43.36
10,Division F - Specialty,Retailer 071,1731.71,1244.14,487.57,98,1,28.16
10,Division F - Specialty,Retailer 074,4670.75,2658.25,2012.5,238,26,43.09
10,Division F - Specialty,Retailer 062,7107.34,5285.07,1822.27,906,6,25.64
10,Division F - Specialty,Retailer 031,137250.77,86039.72,51211.05,7813,13,37.31
10,Division F - Specialty,Retailer 060,22720.0,13396.87,9323.13,1044,20,41.03
10,Division F - Specialty,Retailer 042,32120.21,20342.86,11777.35,1691,4,36.67
10,Division F - Specialty,Retailer 049,7665.79,6559.46,1106.33,1577,7,14.43
10,Division F - Specialty,Retailer 045,6888.97,3852.08,3036.89,633,1,44.08
10,Division F - Specialty,Retailer 027,25800.83,17814.35,7986.48,2021,7,30.95
10,Division F - Specialty,Retailer 032,75260.0,49534.88,25725.12,5478,3,34.18
10,Division F - Specialty,Retailer 058,2204.63,1321.46,883.17,124,8,40.06
10,Division F - Specialty,Department Store D,9853.66,7750.83,2102.83,1852,10,21.34
10,Division F - Specialty,Retailer 034,39567.3,24284.61,15282.69,3421,2,38.62
10,Division F - Specialty,Retailer 047,4409.44,5213.73,-804.29,677,31,-18.24
10,Division F - Specialty,Specialty Retailer C,105774.2,60449.58,45324.62,5728,294,42.85
10,Division G - Sports,Retailer 060,15968.26,8699.85,7268.41,705,20,45.52
10,Division G - Sports,Retailer 041,64621.72,33687.86,30933.86,2756,17,47.87
10,Division G - Sports,Retailer 032,29669.19,17794.52,11874.67,1337,8,40.02
10,Division G - Sports,Department Store D,2290.22,2042.88,247.34,474,1,10.8
10,Division G - Sports,Specialty Retailer C,79050.26,46940.51,32109.75,3230,49,40.62
10,Division H - Marketplace,Retailer 054,0.0,0.0,0.0,1,1,0.0
10,Division I - Digital,Retailer 021,402288.8,118614.38,283674.42,8805,839,70.52
